"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths"
"1","26010351","S","27","CCT","5 S Bayard Lane","Mahwah","$699,000","05/29/2026","$699,000","TWNHS","2,224","","2","2","1"
"1","26001256","S","65","CCT","300 Winston              Unit#2922","Cliffside Park","$685,000","05/24/2026","$699,999","Condo","1,805","","3","3","0"
"1","26004377","S","60","CCT","14A Forshee Circle","Montvale","$680,000","05/29/2026","$670,000","TWNHS","","","2","2","1"
"1","25043652","S","73","CCT","300 Winston              Drive Unit#2502","Cliffside Park","$668,000","05/01/2026","$688,000","Condo","1,533","","2","2","0"
"1","26009945","S","7","CCT","1430 Westgate Drive Unit#8201","Fort Lee","$650,000","05/26/2026","$625,000","Condo","1,256","","2","1","1"
"1","25026558","S","260","CCT","609 Glasmere Road Unit#609","Mahwah","$646,000","05/15/2026","$659,000","TWNHS","2,400","","2","3","1"
"1","26001708","S","7","CCT","100 Old Palisade Road Unit#1902","Fort Lee","$630,000","05/18/2026","$595,000","Condo","1,365","","2","2","1"
"1","26000679","S","32","CCT","343 French Court","Teaneck","$630,000","05/18/2026","$619,000","TWNHS","1,824","","2","2","1"
"1","25043762","S","13","CCT","826 Georgetown Drive","Ramsey","$630,000","05/05/2026","$549,000","TWNHS","1,407","","2","2","1"
"1","26008985","S","9","CCT","300 Gorge Road Unit#75","Cliffside Park","$620,000","05/15/2026","$593,000","Condo","1,223","","2","2","0"
"1","26003311","S","60","CCT","245 Prospect Avenue Unit#14D","Hackensack","$619,000","05/18/2026","$639,000","Condo","1,662","","2","2","0"
"1","26007687","S","10","CCT","43 Eagles Notch Drive","Englewood","$605,000","05/15/2026","$545,000","Condo","","","2","2","0"
"1","26004544","S","23","CCT","8 Crestwood Mews","Allendale","$598,888","05/15/2026","$565,000","TWNHS","1,300","","2","2","1"
